,Unnamed: 0.1,Unnamed: 0,Text,socialMediaAbuse,twitterHateSpeech,tweets_reese_socialMediaAbuse,tweets_reese_twitterHateSpeech
2877,2877,2877,@namasthr3 @SpaceGhostx @KingIcy1000 @hadesjades111 @TheDon0112 @KenHeLive @workwthecoach I’m confused on your point are you saying that Angel Reese ain’t contributing to woman’s basketball engagement more than Caitlyn Clark?,"[1748, 4381, 4643, 4716, 5865]","[19824, 4976, 20153, 3958, 19059]",0,2
2878,2878,2878,"The entire Angel Reese, Caitlin Clark situation happened because Reeses coach used racial tension to fire up her team. Reese took in the lies and is a racist. That's the real truth people refuse to speak.","[4976, 8502, 5826, 4626, 6234]","[13644, 21418, 241, 8281, 7555]",0,0
2880,2880,2880,"Blac Chyna Claims It's 'The Devil' In Response To Mom Tokyo Toni Seemingly Wishing Death On Her https://t.co/XvL40yMhGr
#BlacChyna #AngelReese #Gomez #BarbieTheMovie📷 https://t.co/dFDDHWdQL9","[1082, 6076, 3491, 2873, 863]","[15400, 15886, 1215, 14775, 7768]",0,2
2881,2881,2881,"Congratulations to @LSUBasketball women's team for WINNING the game against Iowa state. Congratulations to #AngelReese and the others for STOMPING the Mario rings outta Iowa!!!⛹🏿‍♂️🏀
..
#basketball #NCAAWomensChampionship","[3922, 6190, 2852, 627, 754]","[842, 724, 2588, 11747, 24711]",1,2
2882,2882,2882,I'm just like Angel Reese I can rap and play ball I can do it all just like her. Except I play ball for the rec you'll see some of my moves on TikTok search lisarena24,"[29, 5826, 2026, 5892, 4164]","[23602, 1246, 914, 12668, 11626]",1,2
2884,2884,2884,"Blac Chyna Claims It's 'The Devil' In Response To Mom Tokyo Toni Seemingly Wishing Death On Her
https://t.co/QaFcSrZbzm
#BlacChyna #AngelReese #Gomez #BarbieTheMovie https://t.co/AfW3NThSW7","[1082, 3491, 6076, 6042, 863]","[1215, 15400, 15371, 7768, 373]",0,2
2885,2885,2885,"@MikeFalzone I’m not upset about the trash talk, I’m upset that such a lame level of trash talk got this much attention lol.  That girl Angel Reese should have 👏🏽 GOT 👏🏽 IN 👏🏽 THAT 👏🏽 ASS.","[6072, 186, 7366, 6991, 661]","[5630, 5825, 24308, 24608, 201]",0,0
2886,2886,2886,@chiccoSZN From Lauren James to Angel Reese 💀😭,"[2256, 2376, 3450, 2527, 1748]","[6881, 6605, 12675, 6439, 19380]",0,2
2887,2887,2887,@jimrome  Angel Reese has been very outspoken about wanting respect and calling out people when she feels disrespected. Yet publicly slaps down apology from First Lady and refuses to visit White House??  Classless!,"[7927, 7607, 5182, 2665, 8124]","[2718, 3671, 4641, 6609, 5800]",0,0
2888,2888,2888,Angel Reese can score and play defense trying to make it seem like Caitlin Clark is better than her is insane,"[2026, 6234, 5826, 3455, 6777]","[7768, 9881, 9368, 13605, 11698]",0,0
2889,2889,2889,Lmaoooo please they trynna tear Angel Reese all the way down but she is UNSTOPPABLE AND UNBREAKABLE !!,"[6777, 5826, 1748, 186, 4808]","[6972, 4118, 13199, 11698, 7701]",1,2
2890,2890,2890,I feel y’all about to do Angel Reese same way y’all did ShaCarri,"[951, 5826, 3730, 7651, 6777]","[7768, 8384, 13749, 24465, 12028]",0,2
2891,2891,2891,"@Reese10Angel Y'all Won Champ! Ring-g-g-g-g-g!
The Angel Reese Saga Shows (Yet Again) That Different Rules Apply To Black Women https://t.co/qDfLl0V8bK via @Yahoo","[5826, 3479, 4626, 4298, 6976]","[19550, 15088, 15105, 18694, 6638]",1,2
2892,2892,2892,@NBAMemes Angel Reese,"[5826, 5865, 812, 4164, 6777]","[3866, 3922, 5925, 3867, 5523]",1,2
2893,2893,2893,Angel Reese&gt; the world,"[5826, 3730, 7069, 7651, 4699]","[7768, 9046, 21637, 22059, 14125]",1,2
2894,2894,2894,"I want Angel Reese, naw that whole team to get their shit off for as long as they want. They earned it. Mfs misplaced empathy, jealousy, and self hate really showing in these negative reactions to her saying BARE minimum. Yall mfs bottom barrel.","[2026, 6234, 4348, 6777, 1744]","[23016, 21989, 6972, 22771, 20993]",0,0
2895,2895,2895,And it just gets worse huh https://t.co/rlpYuSivoZ,"[6269, 4450, 5794, 7679, 5891]","[17884, 21395, 19564, 17905, 8621]",0,1
2896,2896,2896,@CheerwinePapi Probably this 😂 https://t.co/RSm1IP1pQ1,"[5033, 1906, 5528, 2455, 3206]","[19317, 7120, 3564, 5070, 5601]",1,2
2897,2897,2897,This is a terrifying fact,"[1714, 3303, 153, 5809, 6004]","[8487, 9042, 21318, 11759, 10004]",1,1
2898,2898,2898,Angel Reese doesnt need to do anymore interviews.  They hoping she takes the bait,"[7258, 4808, 6181, 1748, 7651]","[1771, 7768, 19824, 12841, 22771]",0,2
2899,2899,2899,@FOS @sabrina_i20 Oh I love a good troll baby💀,"[6248, 905, 7952, 1603, 2665]","[4856, 6032, 4152, 5685, 14162]",0,2
2900,2900,2900,@Acyn 10s of thousands?!! This level of delusion is not healthy! I don’t think,"[3259, 4641, 397, 5543, 7273]","[8212, 18291, 15080, 19361, 17090]",0,0
2901,2901,2901,#e_RadioUS LSU lady hoopster Angel Reese would rather visit Obamas than Biden White House https://t.co/tA4ysLxLHC,"[2961, 7678, 959, 4463, 4519]","[17747, 16817, 20403, 2569, 18863]",0,2
2902,2902,2902,"Auh, I get it now.

Jill @FLOTUS, you were preparing to get in good with the folks in Iowa for the 2024 Iowa caucus.

Look at you putting politics ahead of Angel Reese and LSU Champion status, now we see you have no shame about yourself. https://t.co/aIJAJIIAoI","[6190, 2852, 3922, 959, 7573]","[731, 24123, 6178, 6293, 24205]",0,1
2903,2903,2903,@BerlunoJupiter Damn this is a good one. Damn. Slight edge to Zeref.,"[5386, 412, 2177, 6354, 5211]","[23580, 5247, 16741, 20433, 18223]",1,2
2904,2904,2904,"LSU women's basketball national champion, Angel Reese, declines Jill Biden's invitation to the White House after the First Lady made the suggestion to invite runner-ups Iowa women's basketball to the White House. #jrn3360","[4716, 3922, 2026, 3976, 6190]","[12296, 19015, 9676, 4876, 20153]",0,2
2905,2905,2905,@Nofaceblkgent @DailyLoud Yup. It feels like just a snap reaction to the angel reese/CC story which I think is why it’s not a great look IMO,"[7821, 2790, 648, 1555, 5204]","[5781, 6902, 3873, 19745, 15488]",0,2
2907,2907,2907,"@HereLouisiana @LSUwbkb What the hell this gotta do with angel Reese? And to answer your question no it’s not a problem , they puttin LSU on the map and you in the comments bitchin.","[6190, 3922, 7804, 7522, 2852]","[17778, 8393, 12296, 7539, 3684]",0,0
2908,2908,2908,just found out angel reese is a taurus.. everything that comes out about her makes me like her more &amp; more istg😭,"[3730, 4912, 6234, 2751, 680]","[14421, 7005, 20410, 12852, 17570]",0,2
2909,2909,2909,"No cap, Angel Reese is the Her of basketball, I’d simp for her live on national television 🤝 https://t.co/4mKL6ffH8D","[6777, 5865, 1748, 2026, 4684]","[7768, 9122, 14832, 23440, 11698]",1,2
2910,2910,2910,Why the hell Maggie got a damn spin off with him??,"[5467, 6101, 1602, 2795, 6651]","[9274, 23748, 11499, 12774, 23795]",0,1
2911,2911,2911,@olisaantos @brasilcoast2 ainda bem,"[3114, 7684, 3297, 4389, 778]","[15695, 5233, 5496, 2441, 2381]",1,2
2912,2912,2912,"Negan’s first season

On that note can we talk about how crazy it is that Negan bashed Glenn’s skull in and in the later seasons he’s kiki-ing with the crew like shit sweet

Glenn’s ghost should be haunting all of them","[4593, 3548, 1931, 1029, 416]","[11445, 21281, 20805, 15971, 13698]",0,1
2913,2913,2913,"@ESPNNBA @Reese10Angel ""Angel"" Reese is nothing more than a pathetic ""joke"" and a classless  black female who thinks she is better than anyone else.  She's a total disgrace to other black female athletes who strive to do well and make good at what they do and there are a lot of them.   JS","[2665, 2751, 2026, 6234, 754]","[15088, 2899, 5527, 5498, 3086]",0,0
2914,2914,2914,"I don't think Angel Reese is ""trying too hard to play a role.""

I think she's a 20 year old with more eyes on her than she ever anticipated. She's handling that in a less than perfect way due to inexperience. 

She will grow into her role.","[1748, 6181, 5529, 2751, 422]","[19824, 7768, 11397, 24721, 9642]",1,2
2915,2915,2915,angel reese 6’3???? https://t.co/0mZUhbru9b,"[3730, 4649, 5826, 8512, 5346]","[816, 10485, 5039, 4483, 9097]",0,2
2916,2916,2916,“It seems like Dr. Jill Biden did a diagnosis and discovered that the possible hurt feelings of a white woman are equal to the exemplar athleticism of a Black woman.” — @JohnnySilverclo https://t.co/S7WnWedCWu #AngelReese #JillBiden,"[4643, 8203, 4386, 3151, 4716]","[15088, 1497, 21418, 15105, 16103]",0,2
2917,2917,2917,@bakerdphd That’s how they play us tbh LOL,"[812, 4620, 1122, 5682, 6124]","[18539, 7314, 6341, 4635, 14910]",0,1
2918,2918,2918,@BerlunoJupiter Boruto instantly,"[744, 6354, 5917, 7405, 3828]","[4427, 4910, 3894, 2637, 16766]",0,2
2919,2919,2919,All of the blk folks condemning Angel Reese for her standpoint on the White House visit sound real c**nish! Because why is respectability politics always pushed on blk folks instead of the opps.,"[2665, 3628, 7927, 392, 5295]","[13644, 2718, 4074, 9637, 20533]",0,0
2920,2920,2920,angel reese from bmore 👀👀👀,"[1871, 8250, 2256, 2527, 1748]","[8430, 13199, 24414, 24656, 2899]",0,2
2921,2921,2921,@TheNBACentral @IAMATHLETEpod Sounds like Angel Reese thrives on controversy!,"[2665, 5826, 1485, 7042, 7651]","[4782, 3461, 2414, 19008, 2447]",1,2
2922,2922,2922,Angel reese a diva what else u want bae 😘,"[1748, 6777, 2026, 5826, 6397]","[13199, 23957, 24656, 7894, 24506]",1,2
2923,2923,2923,"#ICYMI : SOURCE SPORTS: Caitlin Clark Says Angel Reese Shouldn't be Criticized for In-Game Celebrations
#WeGotUs #SourceLove
https://t.co/SJ5zvBqeXy","[5826, 2638, 6777, 1808, 5865]","[11556, 99, 16310, 4447, 660]",1,2
2924,2924,2924,@KeithOlbermann Go to sleep #AngelReese,"[4003, 7686, 916, 6599, 6560]","[5561, 1572, 17816, 5346, 5882]",0,2
2925,2925,2925,@ThreeSixNine45 @PatM62548958 @EmmanuelAcho @OrtizKicks And little Caitlin has come out against all the racist dogwhistles aimed at Angel Reese. So there's that. 🤷🏾‍♂️ https://t.co/ekkD4mXTHo,"[6777, 5537, 7273, 2118, 2527]","[19899, 18244, 16462, 3136, 4976]",1,2
2926,2926,2926,@TMitrosilis @elevenbravo138 Angel Reese should read this.,"[2630, 2681, 5826, 754, 1748]","[6156, 5711, 18537, 3012, 3461]",0,2
2927,2927,2927,i fw angel reese,"[5826, 6777, 1748, 3730, 4499]","[7768, 12265, 2899, 3867, 3017]",1,2
2928,2928,2928,✋People crying about Angel Reese is killing me because they’re never the best at whatever they do but they alwayssss expect to win bffr,"[5826, 8250, 951, 7656, 1168]","[12409, 7768, 8846, 2318, 8538]",0,2
2929,2929,2929,whos gonna be the first rapper to release ‘ANGEL REESE’ ? 🤔,"[8250, 7289, 4684, 5892, 1080]","[12851, 20467, 23481, 17489, 1437]",1,2
2930,2930,2930,@TheNBACentral @IAMATHLETEpod Welcome to the Angel Reese show. God bless her teammates next year.,"[754, 8099, 2026, 3730, 2751]","[3238, 5415, 2414, 5461, 2392]",1,2
2931,2931,2931,Goodman: The undeniable Americanism of LSU’s Angel Reese https://t.co/TwwNTBUtQM,"[3249, 4519, 5527, 7522, 441]","[19895, 6499, 21153, 18554, 18783]",1,2
2932,2932,2932,Angel Reese is nicer than me because I actually would have been disrespectful 😭,"[5826, 951, 3730, 8250, 6076]","[7768, 24465, 23773, 10485, 10005]",1,2
2933,2933,2933,"Everyone knows @potus and ⁦@FLOTUS⁩ are #Racist.   

LSU's Angel Reese won't accept Jill Biden apology: 'We'll go to the Obamas'

https://t.co/1ldnFeRRi6","[6190, 7574, 2852, 2283, 5647]","[20459, 2719, 5719, 796, 3671]",0,0
2934,2934,2934,White people damn if they do damn if they don’t sometimes people criticized Caitlin for not speaking up for Angel Reese she does and she still criticized I’m glad this out the news now YALL need to quit,"[2665, 2795, 2568, 6777, 7273]","[1445, 3292, 13644, 22771, 12951]",0,2
2935,2935,2935,angel reese is so tall. lord it should’ve been me!,"[5826, 3730, 951, 2503, 1748]","[816, 10485, 3656, 16676, 23985]",1,2
2936,2936,2936,@MaadyBK67 They are better than Joe and Jill Biden.,"[1138, 2403, 657, 2780, 7682]","[16861, 3115, 6263, 3675, 2549]",1,2
2938,2938,2938,"Guest article: Love it or hate it, the Angel Reese and Caitlin Clark drama has led to a surge in interest in NCAA Women's Basketball. UTSA and UNT's rivalry could use a similar spark on the court https://t.co/bocqWHqf8E","[3542, 2026, 1594, 3462, 8193]","[6499, 17995, 12668, 20153, 9676]",1,2
2939,2939,2939,lol https://t.co/rfDCylQ4mz,"[6146, 220, 26, 5557, 1877]","[21262, 23951, 13905, 23846, 23111]",1,2
2942,2942,2942,@KenHeLive Angel is spot on.Any back lash Reese has more support !!!!!!,"[6777, 5826, 2400, 1748, 3455]","[6904, 17407, 9368, 6221, 3239]",1,2
2943,2943,2943,"Iowa’s Caitlin Clark: Don’t criticize LSU’s Angel Reese for gesture
https://t.co/5hbQPKscmD","[6190, 2852, 6647, 2026, 6234]","[17995, 6499, 17778, 5122, 7539]",1,2
2944,2944,2944,Keith Oberman and Dave Portnoy must Apologize to Angel Reese https://t.co/2f401BDxR0 via @YouTube @barstoolsports @KeithOlbermann @FLOTUS apologies are due #apologize #humility #AngelReese,"[2663, 7988, 951, 6951, 5182]","[21864, 14366, 11129, 15726, 16443]",0,2
2945,2945,2945,"@Outkick Angel Reese knows this is literally the only time more than 6 people will give a shit who she is, so she’s trying to stay in that spotlight as long as she can. Good for her. Might as well strike while the iron is hot because the rest of her life will be fucking worthless.","[1748, 4381, 4709, 2974, 2026]","[22010, 4551, 20497, 3086, 2593]",0,0
2946,2946,2946,"@sfgfan58 How bout you turn it off, cause you dragging it.. Angel Reese likely will not be listening to you about what you want her to do with her human autonomy.. 

Go raise yourself!! I know you got work to do!!","[5417, 1748, 2568, 4808, 4237]","[21996, 8863, 11183, 22377, 23983]",1,2
2947,2947,2947,"@FoxNews Would all y’all in media please stop trying to make something out of nothing? 

It is women’s basketball - literally nobody, outside of players and their families cares!

Angel Reese?  Caitlyn Clark?  They’ll end up in the WNBA and nobody will hear of them, again!","[4643, 4626, 5865, 8203, 4684]","[20153, 758, 1453, 3892, 1129]",0,0
2948,2948,2948,"First lady Jill Biden's idea drew a sharp rebuke from LSU star forward Angel Reese, who dismissed the idea as a “joke.” https://t.co/TgP816azno","[6730, 3325, 5182, 903, 8049]","[5537, 20704, 4876, 18594, 12049]",0,2
2949,2949,2949,A part of me wishes this was Aliyah Boston Vs Angel Reese in the championship game😭 I feel her greatness has been left out of the convo,"[5537, 6991, 2026, 6777, 417]","[22668, 10470, 9122, 11815, 10417]",1,2
2950,2950,2950,Angel Reese gonna be the WNBA's Kevin Garnett?,"[5865, 1748, 6777, 8256, 5826]","[8672, 20153, 9900, 2484, 1222]",1,2
2951,2951,2951,"@SXMUrbanView @thehappyhourwHB Angel Reese doesnt need Caitlin Clark or anyone to defend her and trying to make herself seem like some kind of martyr, Angel Reese can defend herself which she does very well","[5826, 6777, 4926, 6234, 1748]","[6075, 19899, 18197, 4165, 5340]",1,2
2952,2952,2952,The whole Angel Reese and Caitlin Clark thing shows you how ultimately everything is brought back to race shit crazy,"[3495, 7069, 4468, 2974, 3730]","[22668, 7701, 10757, 13199, 24721]",0,0
2953,2953,2953,"They…penalized Simone Biles for being better, said Serena Williams looked like a man, applied different standards for Sha’Carri Richards, mocked Naomi Osaka about her mental health, excoriated Angel Reese for competitive taunting.  All are CHAMPIONS despite the hate. https://t.co/K5H5tEBM7H","[4643, 4626, 5632, 5537, 1902]","[12493, 22874, 1771, 10864, 18066]",1,0
2954,2954,2954,"MORE #UnsportsmanlikeBehavior from LSU's Angel Reese, surprising absolutely no one. https://t.co/yTOvfiHjRx","[5865, 332, 2033, 812, 7746]","[14422, 17995, 15540, 16223, 816]",0,0
2955,2955,2955,"@TalbertSwan Just an FYI sir, all top athletes endure criticism at the highest level, ALL. How many hate Tom Brady? Christian Laettner? Laettner is near perfect comp to Angel Reese. Let it go, it’s not about race, everyone endures criticism","[4784, 7734, 8224, 4292, 6132]","[16310, 14319, 241, 1517, 15088]",1,2
2956,2956,2956,LSU's Angel Reese: Team didn't want Jill Biden coming into locker room before national title game =&gt; https://t.co/m4uqXlEPaZ,"[5865, 7522, 2030, 8475, 3922]","[12296, 8393, 12511, 22626, 16138]",0,2
