,Unnamed: 0.1,Unnamed: 0,Text,socialMediaAbuse,twitterHateSpeech,tweets_clark_socialMediaAbuse,tweets_clark_twitterHateSpeech
2848,2848,2848,"Fascinating exchange between @AshNicoleMoss and  @Reese10Angel: ""No excuse"" for fans to ignore full context.

On @OTLonESPN Caitlin Clark said: ""I don't think Angel should be criticized at all...""Men have always had trash talk...You should be able to play with that emotion.""","[951, 7651, 5959, 6076, 214]","[15393, 7768, 15371, 16881, 16310]",1,2
2849,2849,2849,Angel Reese? Caitlin Clark?…I’m still try to find out if King Nasir made Sugartiti have an orgasm.,"[1748, 5826, 6795, 8086, 2256]","[12053, 9881, 8604, 23957, 19824]",0,0
2850,2850,2850,While we're talking about the Angel Reese/Caitlin Clark situation let's also mention how white/black hatred for black women led to the public assassination of Black Lives Matter the organization and ushered in the current unchecked wave of white supremacy in society.,"[3496, 6949, 854, 7487, 7231]","[21418, 19655, 4628, 6171, 20533]",0,0
2851,2851,2851,"@IowaWBB @CaitlinClark22 @WoodenAward Caitlin Clark is a TRANSWOMAN. IOWA had an UNFAIR &amp; UNEQUAL ADVANTAGE over WOMEN'S BASKETBALL TEAMS. It should have been DISCLOSED, so that the FEMALE teams could bring in a MALE as well to make the game FAIR &amp; EQUAL. All of IOWA's wins should be FORFEITED...","[5528, 4716, 4643, 392, 6647]","[758, 13931, 15088, 14832, 17182]",0,0
2852,2852,2852,@stoolpresidente Too bad Caitlin Clark disagrees.,"[4437, 7607, 2665, 4958, 5528]","[5137, 5340, 6834, 4133, 5511]",0,2
2853,2853,2853,"I was today's year old when I learned the John Cena hand wave that Caitlin Clark has made her signature move was originally the Tony Yayo dance and... oh interesting stuff.

Here's my source: https://t.co/ELEWVjATdL https://t.co/nQE7J49zM7","[1057, 3527, 3078, 45, 5528]","[24693, 20475, 9373, 22107, 22668]",1,2
2854,2854,2854,@BleacherReport @OTLonESPN She’s just aware that she’s not going to be homeless living on the streets of New Orleans with a 1.4 gpa so she can say what she want. Caitlin Clark will be a wnba star while Angel Reese will be a lemonade stand special list,"[2026, 6234, 5528, 392, 5658]","[15049, 13564, 20153, 13605, 12851]",1,2
2855,2855,2855,Caitlin Clark has spoken. The End.,"[2568, 958, 5528, 6664, 3140]","[9881, 5137, 1035, 514, 8281]",0,2
2856,2856,2856,People need to stop hating on Angel Reese. She was simply trying to explain to Caitlin Clark how many championships UConn was about to win. #MarchMadness,"[6234, 2026, 2795, 6647, 1168]","[8281, 7768, 6972, 13578, 7701]",1,2
2857,2857,2857,@BallTalk365 @Mariah2u @Reese10Angel There’s not a single tweet on her page that mentions Caitlin Clark,"[5528, 661, 8086, 958, 2665]","[19899, 5040, 2846, 5511, 1180]",0,2
2859,2859,2859,"@Settle12009 @LSUwbkb @IowaWBB It does appear, though, that the sentiment out of Iowa City is that the Hawkeyes will not go especially after seeing statements by Caitlin Clark and Coach Bluder.","[6190, 2852, 3922, 789, 5904]","[731, 6293, 6178, 15816, 7028]",0,2
2860,2860,2860,Keep It Classy: Caitlin Clark Defends Angel Reese Against Critics Of Her “You Can’t See Me” Celebration - The Gossip Wire (https://t.co/eo2fCCrUGg),"[6234, 2568, 7607, 4716, 6181]","[17037, 9881, 272, 9251, 20475]",1,2
2861,2861,2861,@mikalbridge caitlin clark is actually better ngl,"[2118, 2026, 5528, 2665, 4437]","[6287, 6300, 18399, 6075, 4467]",1,2
2863,2863,2863,@Rycet66 @Reese10Angel No. It’s not about race. It boils down to time. Caitlin was very quick and it wasn’t directed at one person. Reese followed Clark around for 30 seconds to a minute continuously doing it. I would have had no issue if Reese did it once and been done.,"[2824, 626, 8241, 391, 3119]","[7106, 17964, 22451, 7674, 9573]",0,2
2864,2864,2864,Whitlock: Jill Biden wants to groom Caitlin Clark for the Democratic Party https://t.co/RDB4knbXLT,"[3976, 3628, 2780, 8462, 5528]","[18679, 20837, 20838, 16296, 12386]",0,1
2865,2865,2865,Caitlin Clark proved she was a ball player today losin is apart of the game accepting it is apart of the game showin love to your competition is apart of the game and gettin trolled after you was trollin is apart of the game if you dish it you gotta be able to take it,"[5865, 1122, 4164, 3588, 2473]","[12668, 5226, 14077, 10913, 2404]",0,2
2867,2867,2867,@JitimYoung The First Lady made the suggestion but Caitlin Clark said LSU should go on its own in keeping with tradition so I don't think it will happen.,"[3922, 8193, 2852, 6190, 2380]","[12296, 8393, 17778, 24711, 12657]",0,2
2869,2869,2869,Caitlin Clark could have a sweet NIL deal if she contacted this candy company and became a spokesperson to sell these candy bars. She would sell a million. https://t.co/N4DZ7boMI6,"[5494, 1748, 197, 6233, 6374]","[18804, 19800, 13786, 930, 21011]",1,2
2870,2870,2870,"Caitlin Clark Addresses Double Standards In Men's, Women's Basketball https://t.co/cnTgeZu0iv   She misses the point. NO ONE, men or women should be doing all this ""trash talk."" Its not progress to so something that is disrespectful even if it is men doing it. Most fans hate it.","[4894, 4643, 1594, 2666, 5865]","[16310, 20482, 8270, 23117, 201]",0,0
2871,2871,2871,"@TheNBACentral @TMeltonScouting @awfulannouncing I thought the Iowa players, coaches, and staff would decline the White House invite as soon as I heard about it. Caitlin Clark also had no problem with Angel Reese’s actions during the game because Clark can dish it out and receive it to. Another case of media stirring stuff up.","[5172, 3922, 6190, 8475, 3976]","[22419, 6178, 6499, 7539, 731]",0,2
2872,2872,2872,@EndWokeness Even Caitlin Clark doesn’t think Iowa should go. Bidens are wrong on everything! Sheesh.,"[6190, 2852, 3922, 6234, 6647]","[6293, 731, 7028, 14950, 11816]",0,2
2873,2873,2873,@Thot_Slots @DaddyChoc @RocheVince @Reese10Angel There’s not a single tweet on her page that mentions Caitlin Clark,"[5528, 661, 8086, 3140, 958]","[1180, 19899, 5040, 5340, 2846]",0,2
2875,2875,2875,Caitlin Clark described as 'cheat code in philanthropy' as charitable efforts with Iowa food bank go viral - Fox News https://t.co/xvadcadSrx,"[5528, 308, 5289, 2312, 754]","[13786, 9881, 18985, 8903, 12139]",1,2
2876,2876,2876,Minha fy agr é só a Caitlin Clark e a Angel Reese,"[866, 5211, 2041, 3097, 318]","[21359, 19058, 21132, 9881, 15266]",0,2
2878,2878,2878,@Sheadixon Bravo Caitlin Clark 👏 Always take the high road. That’s how you earn respect.,"[7607, 2666, 392, 5528, 3062]","[21214, 14475, 17143, 5762, 6440]",1,2
2879,2879,2879,@PoliticusSarah The real question is will @FLOTUS invite Angel Reese &amp; Caitlin Clark to the coronation.🤔🤔,"[4348, 6777, 8462, 4381, 197]","[4191, 5993, 11384, 19039, 4976]",0,2
2880,2880,2880,the Republican National Caucus is held in Iowa where Caitlin Clark is from. i bet if she is the first loser to visit the White House people in Iowa will be happy and might  be tempted to vote a certain kinda of way?,"[3628, 2852, 6190, 6234, 5528]","[6178, 731, 22926, 2719, 11848]",0,1
2881,2881,2881,"@BillyGarr44 @golic @stoolpresidente Billy, ditch the MAGA hat, it is cutting off the blood supply to your brain. If Caitlin Clark had no issues with it (and was doing the same thing for 5 rounds), what is the difference between the two? Skin? And please learn what woke means from someone other than Tucker Carlson.","[5686, 7283, 1385, 1990, 6714]","[17090, 13504, 20023, 20803, 21416]",1,0
2882,2882,2882,@Jlil10_ @VanLathan I get it. You want him to apologize for saying that about Angel Reese. He didn’t do that. He retracted his statement and said both her and Caitlin Clark were to blame because he doesn’t like shit talking.,"[2663, 5172, 3256, 4848, 8475]","[14339, 15813, 20546, 4290, 8281]",1,2
2883,2883,2883,“Landry Shamet vs Caitlin Clark debate” 💀💀💀💀,"[724, 1023, 7607, 3230, 3140]","[9881, 23748, 740, 5137, 7696]",0,2
2884,2884,2884,Rare W chris. Even more odd chris still posting pictures about clark on every day and you wonder Reese isn't allowed to play in the big bc she a 1.23 gpa,"[5528, 2026, 1057, 3482, 6234]","[8476, 7290, 12185, 5558, 8474]",0,2
2885,2885,2885,"@TheNBACentral @awfulannouncing This is why Black people is down with Caitlin Clark.  

Most of us knew that she wouldn't care about all of this, because she's not some delicate person that needs her feelings protected.

This will drive her to be even greater next season.

I look forward to LSU-IOWA II","[6234, 2852, 2026, 6647, 5528]","[6638, 15602, 3292, 6522, 17778]",1,2
2886,2886,2886,Even though Caitlin Clark is ok with Angel Reese. Doesn't mean her Racist Fans are ok with it. White Rage is in all-time high. This interview means nothing to them.,"[6234, 5075, 3222, 2751, 3628]","[13644, 15088, 3292, 20475, 21418]",0,0
2887,2887,2887,"Everything you need to know about the WNBA draft, from Aliyah Boston to why Caitlin Clark isn't included https://t.co/Y5UZP5FnPq https://t.co/W8ZLLF4DqC","[5865, 5528, 4626, 4716, 3244]","[20153, 13380, 15938, 16667, 12668]",1,2
2888,2888,2888,"How many people will watch if/when Angel Reese and Caitlin Clark face off in the WNBA?

Many don’t seem to understand what these two have done for the sport moving forward. Legendary rivalries are made this way!","[2974, 4958, 1122, 1594, 2026]","[20153, 12668, 22771, 9368, 758]",1,2
2889,2889,2889,"My opinion on the Caitlin Clark/Angel Reese ""controversy""...I'd take both of 'em on my squad, they're competitive as hell and go hard af for their teams.","[2026, 6234, 2839, 6777, 1508]","[22320, 13199, 10864, 22790, 5783]",1,2
2890,2890,2890,@krassenstein Caitlin Clark put an end to all this nonsense. She acknowledged she's a trash talker too and that Angel Reese is a great player and only LSU should visit the White House. Let's move on.,"[2852, 2026, 6234, 754, 3976]","[17778, 3354, 6499, 24308, 12296]",1,2
2892,2892,2892,"Caitlin Clark Defends Angel Reese Amid Controversy: 'That's How Every Girl Should Continue to Play'

https://t.co/fb2odGVfig","[5826, 6234, 4287, 1748, 2256]","[24721, 23955, 7768, 14237, 23953]",1,2
2893,2893,2893,@marcelluswiley she just wanted to be in the same sentence with caitlin clark,"[4437, 4348, 5528, 4958, 958]","[3788, 6068, 3941, 6834, 4133]",0,2
2894,2894,2894,"Caitlin Clark is elite. What an amazing, grounded response! 🔥","[7607, 5528, 3222, 2164, 958]","[9881, 20585, 13605, 16420, 22413]",1,2
2895,2895,2895,Caitlin Clark says Angel Reese shouldn’t be criticized for celebrating win on court https://t.co/Q9goJd5Lrp #GeauxNation #LouisianaNews,"[7607, 7656, 5826, 6777, 1808]","[5479, 23000, 1528, 11556, 11334]",1,2
2896,2896,2896,"All that chatter in one place! 

CAITLIN CLARK &amp; ANGEL REESE | We See You | Nick, Skip, Shannon, SAS, Joy, Rich, Shady, &amp; others
https://t.co/ct9328Ql0q","[1014, 2256, 958, 2527, 5485]","[23847, 13199, 9881, 12981, 16639]",0,2
2897,2897,2897,"This Story Sounds Familiar 🤔
 #AngelReese #CaitlinClark 👇🏽
https://t.co/jj0RWK9b7H","[3730, 6076, 951, 2182, 3140]","[21634, 9881, 1884, 17225, 13605]",0,2
2898,2898,2898,"Angel Reese is crushing Caitlin Clark off the court as well https://t.co/HEe5Ur1E1J 
Disgusting sportsmanship is another negative behavioral condition that has affected the soul of college sports.","[4643, 7607, 2919, 5865, 7838]","[6499, 14422, 8297, 13796, 8281]",0,0
2899,2899,2899,no one can spell caitlin clark's name right.,"[4958, 6234, 4716, 8453, 7607]","[9881, 5137, 1035, 23284, 5340]",0,2
2900,2900,2900,"@eyesonthesky11 @Run_GRP @jemelehill Caitlin Clark is the best women’s player on the planet right now lol. I’m an lsu fan but this is just a wildly ignorant take that sounds pretty damn racist. 

That being said, Iowa has no business being invited. They didn’t win.","[2852, 3922, 6190, 6234, 6647]","[7549, 12296, 731, 20224, 17778]",0,1
2901,2901,2901,"@PapiCport @LittleMamba23 @GrantedLA @WhitlockJason i posted you some reading material, enjoy
https://t.co/Sp2YxF0fT2 › womens-college-basketball › newsNaismith Awards 2023: Caitlin Clark named Player of the Year ...
27.8 points, 8.6 assists, 7.1 rebounds and 1.5 steals per game, shooting 47.3 percent and 38.9 percent from deep.","[5528, 5865, 7607, 2118, 1475]","[18399, 15938, 12668, 9747, 17400]",1,2
2903,2903,2903,Thank God Caitlin Clark’s statement today. All the trash talk h8rs can take a seat.,"[7607, 5383, 6132, 186, 726]","[24308, 2409, 9600, 18350, 14744]",1,2
2904,2904,2904,Caitlin Clark woke up today and won another Top 5 National Player of the Year award.,"[7607, 5528, 2026, 4030, 2608]","[9881, 18399, 6943, 13195, 8386]",1,2
2905,2905,2905,Caitlin Clark &amp; Angel Reese gone end up being teammates for the LA Sparks ✨ anyway lol,"[6777, 2026, 6234, 4958, 8462]","[9881, 9368, 13564, 13199, 22668]",1,2
2906,2906,2906,@coonierock1 @Reese10Angel Says the person who didn't know who Caitlin Clark was until weeks ago.,"[5528, 958, 8086, 4958, 2568]","[5558, 9881, 5340, 5511, 5137]",0,2
2907,2907,2907,"Nobody needs or should need Caitlin Clark's permission to compete, or do anything else on the court.","[392, 7607, 4958, 5528, 8453]","[5137, 1035, 7523, 8281, 20993]",1,2
2908,2908,2908,"@terrelljstarr LSU had more length &amp; more shooters, but they should also thank Caitlin Clark for ""killing"" South Caolina, who matched up better and beat LSU 88-64 earlier in the season.","[8015, 1655, 4843, 6925, 1122]","[8393, 12296, 13585, 17778, 20224]",0,2
2909,2909,2909,Gabe Vincent was trying to channel Caitlin Clark by shooting from ANYWHERE on the court. 😂 #heatculture,"[5485, 729, 5515, 1057, 3849]","[24487, 923, 23191, 22503, 333]",1,2
2910,2910,2910,Now that Caitlin Clark made her video about how they all trash talk I ain’t seen nobody saying nothing about that 🙄,"[661, 6664, 2665, 7607, 2568]","[12447, 13363, 21409, 20767, 5137]",0,1
2911,2911,2911,"It should not end it. It never should have started. Why should Caitlin Clark's opinion have anything to do with starting, continuing, or ending this? Caitlin Clark did it. Nobody complained. Angel Reese did it. Nobody should have complained.","[41, 5314, 5501, 410, 8407]","[7020, 20653, 8281, 1035, 24204]",1,2
2912,2912,2912,they really want Caitlin Clark to be pissed,"[4437, 6234, 4716, 4958, 6663]","[5137, 23748, 22771, 1035, 24493]",1,2
2913,2913,2913,@michaelp2101 @dijoni Stop. Nobody is upset with Caitlin Clark. It’s the powers at be trying to give her and the team a consolation prize that they wouldn’t give to LSU.,"[6234, 5528, 4958, 7607, 2026]","[6075, 18399, 5444, 6068, 3257]",0,2
2914,2914,2914,As the home of Hawkeye Tennis it is fun to see someone like Jessica Pegula chatting about Caitlin Clark.,"[2974, 5528, 2827, 4263, 6337]","[9881, 11384, 15816, 7702, 5340]",1,2
2915,2915,2915,"@ilikesportsvids Caitlin Clark said she thought Angel Reese received too much backlash for her celebrations during the championship game. ""I don't think Angel should be criticized at all.""   well, if Clark isn't bothered by it, I'm okay ....","[6234, 951, 7607, 7651, 7734]","[7768, 11556, 13796, 758, 23000]",1,2
2917,2917,2917,@FOS @JazzC2_ Guaranteed Caitlin Clark was the #1 reason for the viewers.,"[2026, 6234, 4437, 1475, 958]","[18399, 4843, 6075, 5511, 6068]",1,2
2918,2918,2918,I don’t see none of them angry podcast bros talking about how Caitlin Clark gave Reese her props and took no issue with the shit talk. It’s almost as if these STUDENT athletes understand the passion in the heat of the moment more than grown ass adults.,"[8116, 4643, 4968, 5245, 4669]","[11312, 22668, 21077, 20475, 17037]",1,2
2919,2919,2919,"@Leohlyon @NBAConnoisseurr @THardy111 i'm just going to put this right here for you
https://t.co/9rGDlEoghp › womens-college-basketball › storyIowa's Caitlin Clark wins Wooden Award as best player, you can read it at your convenience","[2026, 5528, 7838, 4843, 5865]","[18399, 5165, 17995, 3751, 7141]",1,2
2922,2922,2922,"Charles Barkley Uses One Word To Describe Angel Reese, Caitlin Clark Controversy https://t.co/x5iI8zny1O via @athlonsports","[3730, 6076, 5826, 6234, 7651]","[20688, 9371, 15830, 24593, 9372]",1,2
2923,2923,2923,Ik ppl mad Caitlin Clark ain’t reinforce the narrative,"[7607, 3140, 6234, 4716, 8453]","[5137, 15831, 8397, 8070, 1035]",0,2
2924,2924,2924,@barstoolsports @stoolpresidente @BarstoolBigCat @BarstoolMintzy @BarstoolRundown @highnoonsunsips Bruh Caitlin Clark literally told an opponent to shut up because they are down by 15 lol can y’all stop with the fuckery please lol,"[910, 5338, 2080, 7910, 8140]","[7386, 5521, 6404, 19980, 18275]",0,2
2925,2925,2925,@Master_Squirrel @RobertPet73 @jamielo50858069 @stephenasmith Poor sportsmanship???? When every other white player has done it including Caitlin Clark but in another way…that’s why she has no problem with it….it’s a sport it’s suppose to be competitive!!! They shook hands at the end,"[7165, 7838, 1594, 2531, 2666]","[5193, 15088, 6075, 1497, 19211]",0,2
